name,width,height,result
370413101.png,413,551,0
370507011.png,579,768,1
370729063.png,409,513,0
320011322.png,236,330,1
370718081.png,360,483,1
360014191.png,508,653,1
370612031.png,502,611,1
320013031.png,354,496,0
360017042.png,248,329,1
360005422.png,799,1023,1
310005021.png,397,527,1
340008311.png,482,634,1
370711152.png,394,446,0
320002092.png,365,500,0
350029041.png,203,277,1
370701543.png,386,445,0
340007062.png,413,531,0
310002302.png,441,550,1
370501231.png,661,787,0
340006321.png,413,531,1
350019171.png,207,268,0
360008061.png,268,363,1
350037381.png,203,277,1
370732061.png,200,260,1
350007241.png,203,278,1
350001212.png,531,703,0
320001172.png,94,122,0
370602081.png,245,293,1
320002831.png,368,508,1
370803052.png,464,550,0
371001201.png,358,391,1
340027051.png,591,709,1
370705101.png,338,402,1
370325051.png,441,551,1
320003041.png,366,508,1
360007071.png,268,363,1
360009391.png,268,363,1
370302271.png,441,551,1
370717012.png,284,359,1
371301382.png,435,522,0
350007271.png,203,278,0
320003421.png,366,508,1
350035013.png,514,678,0
370703121.png,399,451,1
330010313.png,356,510,0
340003202.png,429,591,0
360016012.png,99,115,1
360014202.png,508,702,1
371001362.png,357,391,1
340003161.png,441,591,1
370408051.png,376,423,0
350021022.png,508,643,1
370413102.png,413,551,0
370402231.png,415,522,1
340011283.png,579,792,1
360035102.png,330,467,0
320015152.png,236,300,1
350017071.png,277,357,0
370703192.png,387,437,1
370801215.png,409,458,0
370603091.png,509,620,0
360026021.png,458,588,1
370307031.png,441,551,0
370312061.png,441,551,1
370908011.png,278,296,0
320008111.png,375,560,0
370718031.png,360,483,0
370501121.png,661,787,1
330008191.png,477,602,0
370720031.png,293,386,1
350014063.png,504,697,0
340024151.png,591,709,1
340015151.png,588,715,1
370705061.png,369,439,1
340028172.png,433,549,1
360007052.png,268,363,1
370408182.png,459,602,0
370517071.png,418,544,0
371303111.png,475,574,1
370501093.png,661,787,0
320016151.png,236,317,0
350034111.png,548,710,0
310008431.png,331,449,0
340007172.png,413,531,0
380104052.png,390,554,0
310010302.png,331,449,0
371302111.png,482,584,0
350032071.png,203,278,1
371004071.png,336,422,1
330008483.png,485,602,1
320015181.png,236,300,1
360030201.png,412,551,1
370727014.png,351,442,0
330008351.png,490,606,0
370812012.png,743,972,0
370105061.png,416,552,1
370808161.png,399,637,1
370324141.png,441,551,1
370402291.png,410,526,1
370105141.png,396,525,0
360035012.png,330,464,0
320006051.png,331,438,1
360004111.png,742,999,0
360031142.png,528,713,0
350001041.png,531,707,1
330002071.png,408,572,1
340008242.png,482,634,0
360003082.png,84,99,0
371201071.png,260,302,1
340003132.png,420,591,1
360003161.png,91,107,1
360035082.png,330,466,1
330002051.png,387,546,1
320008022.png,396,606,1
340011284.png,519,712,0
350032141.png,203,278,0
360006021.png,268,363,0
310011041.png,339,448,1
320001221.png,99,123,0
350035382.png,525,682,0
340004233.png,408,514,1
320014172.png,236,330,1
330004253.png,486,602,0
330002452.png,394,557,0
340027241.png,591,709,0
340007061.png,413,531,1
370913051.png,326,437,0
360008492.png,268,363,0
330001672.png,261,313,1
320023031.png,236,325,0
350021161.png,777,978,1
370317052.png,441,551,0
370310412.png,390,543,0
350025091.png,160,253,1
370718022.png,360,483,1
370315102.png,441,551,0
370313061.png,441,551,1
370601142.png,250,326,1
360020122.png,687,966,1
380202011.png,337,446,1
320002261.png,333,460,1
340026093.png,216,280,0
371302372.png,456,544,1
350035091.png,506,693,1
370305101.png,441,551,0
350012191.png,538,713,0
370903132.png,428,473,1
330011062.png,488,606,1
370601023.png,249,341,0
370616111.png,260,313,1
320010163.png,234,319,1
370320241.png,441,551,1
320001413.png,87,117,0
310011471.png,378,509,1
350027021.png,203,278,0
371005041.png,113,106,1
370603161.png,548,668,1
320007371.png,236,320,1
370302042.png,441,551,0
370701463.png,362,418,1
370911032.png,265,328,0
350035431.png,521,685,1
370306143.png,441,551,1
371012061.png,350,350,0
370311122.png,441,551,1
360029141.png,435,589,1
371204051.png,259,302,1
310006041.png,405,540,0
370902053.png,284,362,1
360009322.png,268,363,0
370613142.png,229,261,0
360038012.png,826,1001,1
360003031.png,90,104,1
370404202.png,69,91,1
350005192.png,493,565,0
370511051.png,326,449,1
310003181.png,355,473,1
310007302.png,379,499,0
370615081.png,234,307,1
350020112.png,207,268,0
350031022.png,407,529,0
350032454.png,203,278,0
360032112.png,761,922,0
320006262.png,326,474,0
320017011.png,118,151,1
310003072.png,357,473,1
360012471.png,504,693,0
370101111.png,354,475,1
370316123.png,441,551,0
370501012.png,661,787,0
350025022.png,159,251,0
320004142.png,463,621,1
370504171.png,338,475,1
370904083.png,390,407,0
350036122.png,531,699,1
350023022.png,160,226,1
371001112.png,357,392,0
370405111.png,259,324,0
340002062.png,409,515,0
380106011.png,390,555,1
340003072.png,421,591,1
371201131.png,259,302,0
370303142.png,441,551,0
340008392.png,482,634,0
370801216.png,403,523,1
371402181.png,340,442,1
330001541.png,265,319,0
370309051.png,441,551,1
370404051.png,70,98,1
350013132.png,241,326,1
360031063.png,508,684,1
370320122.png,441,551,1
371006041.png,95,93,1
3200021123.png,327,447,1
320005432.png,482,687,1
371207081.png,435,497,1
320011342.png,236,330,0
370606101.png,237,284,1
330012231.png,441,546,1
360004201.png,508,709,1
350006081.png,244,333,1
370807111.png,710,973,0
340008382.png,482,634,0
320003752.png,427,593,1
370506022.png,252,346,0
370315192.png,441,551,1
310003251.png,418,570,1
310008311.png,331,449,1
371302382.png,475,543,1
310008253.png,331,449,0
350037281.png,203,278,1
310005061.png,396,528,0
330011232.png,468,582,1
340018091.png,474,583,1
320002691.png,371,511,1
340010012.png,364,468,0
370310381.png,390,543,1
330012022.png,428,532,1
320002302.png,341,466,1
340028092.png,421,535,1
320010111.png,234,325,0
370607172.png,243,294,1
340007181.png,413,531,1
330009103.png,390,484,0
370502213.png,316,395,0
370606031.png,250,302,1
370805132.png,775,912,1
370906111.png,235,284,0
370411181.png,208,300,1
371005043.png,113,106,0
370729022.png,418,526,1
370605093.png,537,654,1
310002242.png,441,551,0
371004023.png,359,448,1
370503271.png,257,321,0
330001612.png,261,319,1
350016172.png,488,637,1
370303161.png,441,551,0
370614241.png,248,308,1
340009254.png,236,330,1
370706141.png,400,502,0
330010461.png,372,531,0
370402272.png,396,527,1
370615121.png,234,307,1
370605192.png,510,615,1
320002851.png,321,443,1
310011352.png,358,482,0
370403111.png,426,589,1
370802173.png,501,646,0
360003262.png,74,91,0
370408181.png,563,628,1
350009091.png,207,268,1
360024114.png,505,606,0
370314121.png,275,314,0
370701422.png,376,434,1
350032252.png,203,277,0
330008411.png,454,565,0
370905081.png,285,310,1
340028241.png,418,531,0
370801341.png,415,525,1
370602192.png,261,313,1
320011432.png,236,330,0
370503201.png,232,307,1
370402281.png,403,522,1
310008272.png,331,449,1
371303091.png,435,523,0
370905071.png,283,324,1
360030141.png,419,569,1
370711031.png,387,437,0
310003303.png,350,465,0
370201151.png,417,536,0
371004081.png,336,452,1
350035412.png,511,683,1
371002072.png,657,867,0
310008402.png,331,449,0
330008432.png,423,525,0
310003361.png,368,489,1
360006191.png,268,363,1
370412092.png,354,499,1
370701732.png,375,431,1
330009011.png,382,485,1
360037033.png,399,483,1
320001052.png,94,123,1
350032161.png,203,278,0
320005741.png,322,375,1
330002631.png,394,557,0
350006011.png,244,332,1
350035032.png,525,682,1
3200021071.png,327,447,1
320009251.png,388,576,1
320003851.png,426,593,1
370601081.png,246,316,1
370511072.png,317,439,0
360015171.png,276,332,1
330012152.png,440,547,0
310012151.png,397,543,1
370511131.png,315,450,1
370513032.png,252,346,1
371001271.png,356,391,1
370606042.png,228,275,0
3200011061.png,87,121,0
310005241.png,371,495,0
320002501.png,341,466,1
350023031.png,182,291,1
310005052.png,405,540,1
350026011.png,160,223,1
370611021.png,235,285,1
320011061.png,236,330,1
320011264.png,236,330,0
370701132.png,351,405,0
350018051.png,203,277,1
320004101.png,481,630,1
320021131.png,236,308,1
370806121.png,797,1001,1
371302331.png,476,574,0
350002181.png,247,337,1
360031153.png,673,880,0
320013081.png,354,496,1
371010052.png,360,471,1
320005102.png,315,370,0
320014273.png,236,330,1
330004271.png,400,496,0
310011121.png,324,428,0
320027111.png,236,290,1
350003141.png,717,998,1
350032062.png,203,277,0
320001084.png,96,124,1
310008032.png,331,449,1
330004353.png,371,460,0
370302032.png,441,551,1
370317111.png,441,551,0
370726062.png,420,513,0
370809091.png,780,917,0
330002561.png,390,553,1
340022041.png,259,346,1
370314063.png,551,630,1
310005301.png,334,442,0
360004341.png,508,670,1
370303221.png,441,551,1
310007052.png,416,561,1
310012282.png,412,558,1
340015061.png,591,787,1
340029072.png,261,301,0
320011021.png,236,330,1
370712101.png,278,379,0
350031142.png,407,515,1
310012281.png,411,559,0
370404212.png,70,97,0
330003081.png,529,661,1
330010262.png,363,517,1
320005631.png,298,358,1
330004101.png,446,555,1
371402231.png,319,444,0
320005421.png,298,358,1
310006192.png,372,495,0
371203123.png,427,497,0
370618113.png,284,353,1
350033071.png,203,278,0
370702141.png,383,481,0
371301441.png,389,468,1
310010121.png,331,449,0
370323081.png,346,494,0
340006171.png,413,531,1
340006181.png,413,531,0
360005602.png,731,1000,0
370319142.png,91,114,0
310001302.png,405,537,0
360002022.png,589,757,1
360020081.png,508,712,1
360023081.png,535,680,1
350012182.png,536,682,0
310005201.png,340,451,1
310003411.png,402,535,1
340012061.png,531,709,1
370507053.png,579,768,1
370716022.png,234,291,0
370502192.png,316,395,0
350033261.png,203,277,1
320013462.png,354,496,1
350015181.png,499,665,0
370502202.png,316,395,0
371301272.png,396,476,1
310002311.png,439,549,1
371302311.png,427,513,0
360008411.png,268,363,1
3200011021.png,96,116,1
360005022.png,768,975,0
370803181.png,479,589,1
370502041.png,316,395,0
370703172.png,400,453,1
370412063.png,293,457,1
330011063.png,500,621,0
310009112.png,354,472,0
320012111.png,319,365,1
370901341.png,378,480,1
370808121.png,400,651,0
370727064.png,402,506,1
371001151.png,357,392,1
310005271.png,405,535,0
370308052.png,441,551,0
370703091.png,484,547,1
340003201.png,435,591,0
370605102.png,532,648,0
371302442.png,478,575,0
370605021.png,489,595,1
340009163.png,236,330,1
320006043.png,329,479,1
370326192.png,91,114,1
370723101.png,391,489,1
350015222.png,539,673,1
330008161.png,472,586,1
320005291.png,318,430,1
340027162.png,591,709,1
350020113.png,207,268,1
350033331.png,203,277,1
370614022.png,261,309,1
371204111.png,260,302,1
370701372.png,389,450,1
320001881.png,89,117,0
370802212.png,485,700,0
320013431.png,354,496,0
370607071.png,243,294,1
371205212.png,432,492,0
370603071.png,550,674,0
340009301.png,236,330,1
3200021142.png,331,456,0
360001151.png,268,363,1
370401122.png,413,551,0
371001181.png,357,391,1
360006122.png,268,363,1
370615111.png,233,305,1
360009152.png,268,363,0
360017022.png,248,328,1
371303061.png,416,494,1
370502081.png,316,395,0
360017011.png,248,328,0
370504203.png,370,520,0
370301622.png,473,678,0
371013011.png,350,450,1
330004182.png,408,507,0
370613061.png,257,309,1
360030131.png,414,528,1
340003101.png,457,591,0
360014071.png,508,669,1
350034321.png,545,682,1
370406223.png,98,134,0
320010063.png,234,302,0
360029111.png,433,591,1
360030082.png,415,534,0
370726032.png,391,490,1
380105041.png,390,555,0
360012551.png,406,489,1
370810182.png,496,712,1
370404061.png,70,98,1
320001482.png,94,115,1
360028092.png,433,590,1
330001121.png,261,319,1
320005702.png,508,687,0
370612222.png,548,680,1
360014041.png,516,701,1
370504212.png,366,521,0
371201031.png,260,302,1
340012231.png,531,709,1
360025141.png,268,359,1
320015052.png,236,300,1
330001311.png,261,319,1
350009011.png,207,268,1
360012441.png,474,653,1
320001781.png,86,118,1
370109092.png,354,418,0
320003781.png,427,593,1
371207031.png,410,468,1
371003061.png,350,450,1
371402301.png,329,439,1
371402211.png,318,443,1
370311212.png,441,551,1
320001572.png,94,119,1
370803242.png,420,524,0
340023091.png,459,559,0
330004031.png,459,570,0
330012103.png,420,522,0
371007031.png,350,450,1
340005231.png,503,712,0
320007163.png,236,320,1
371301021.png,478,575,1
370506141.png,390,497,1
330010171.png,349,479,0
370910042.png,407,488,1
370902101.png,284,336,1
340027194.png,413,531,0
370509021.png,403,531,1
360015161.png,277,372,1
370714013.png,445,535,1
370408031.png,366,420,1
370716151.png,234,295,0
330002483.png,390,549,0
370308182.png,441,551,0
380101021.png,390,544,1
370706042.png,398,501,1
350014101.png,536,695,0
371302452.png,495,598,1
330010243.png,371,526,0
370312201.png,441,551,1
370406042.png,107,140,1
310007151.png,339,451,1
360003271.png,77,100,1
371004091.png,392,516,0
370324121.png,441,551,1
360020162.png,508,732,1
370711042.png,401,453,1
350002071.png,207,268,0
360025081.png,268,363,0
350007262.png,203,277,1
310005192.png,336,448,0
370913042.png,336,428,0
370701361.png,388,449,1
370321132.png,91,114,1
370907091.png,284,353,1
370308121.png,441,551,0
320011172.png,236,330,0
370730071.png,265,409,1
320004112.png,500,656,0
310012063.png,396,521,0
320001802.png,96,120,1
371302013.png,459,552,0
370808192.png,397,645,0
370715073.png,451,567,1
371302081.png,418,475,0
370218083.png,457,710,0
370616061.png,252,305,1
360030021.png,433,549,1
370306192.png,441,551,0
350027172.png,203,277,0
370911061.png,307,414,0
320001911.png,89,115,1
340025011.png,347,473,1
370305043.png,441,551,0
371206202.png,260,302,0
320001841.png,93,116,1
350029021.png,203,278,1
370602032.png,265,317,0
340007033.png,413,531,0
340005291.png,526,716,1
320027062.png,236,303,0
310003452.png,349,465,1
370504172.png,338,480,0
360005273.png,508,651,0
350012111.png,524,697,1
380102042.png,390,558,1
360037052.png,761,923,1
320006661.png,372,541,1
320008203.png,396,546,0
310011181.png,400,534,1
360004371.png,535,650,1
360012682.png,404,516,0
371006081.png,85,93,1
330002711.png,387,545,1
350021062.png,784,992,1
370901141.png,379,502,1
350010061.png,207,268,0
371402142.png,325,440,0
360005292.png,517,666,1
330002131.png,391,550,0
370322081.png,441,551,1
370301702.png,463,664,1
370309021.png,441,551,1
320026091.png,214,273,1
350035331.png,514,693,1
370728011.png,386,435,1
370903053.png,396,460,0
370501051.png,661,787,1
370201021.png,390,567,1
320010322.png,234,304,1
370325072.png,441,551,1
370702192.png,386,486,0
371301052.png,368,442,1
330004413.png,424,527,1
370701243.png,361,416,0
370501061.png,661,787,1
370502132.png,316,395,0
370701224.png,375,433,0
370710071.png,343,388,1
370905171.png,277,311,1
360017082.png,248,329,0
330011132.png,500,621,1
310002212.png,441,551,1
330001631.png,261,317,0
360005302.png,508,690,1
370517202.png,461,615,1
310010391.png,331,449,1
360012393.png,413,534,1
350037342.png,203,277,0
380201071.png,320,420,1
360003265.png,80,92,0
360029031.png,434,592,1
370515031.png,296,411,1
370312021.png,441,551,0
310006202.png,398,524,0
3200021032.png,342,473,0
371401163.png,326,462,0
370402201.png,406,529,1
320006671.png,310,451,1
371206133.png,260,302,1
360005122.png,732,1008,0
310004261.png,396,463,1
370909021.png,369,432,1
370312141.png,441,551,1
370517152.png,396,601,1
370701702.png,386,445,1
320005642.png,322,375,1
360009051.png,268,363,0
370901371.png,355,401,0
360009532.png,268,363,1
320006641.png,380,544,0
320006342.png,338,493,1
371302342.png,456,547,1
370303183.png,441,551,0
370901442.png,331,416,0
320005191.png,315,370,1
350018021.png,203,277,1
371013052.png,350,450,0
370709142.png,369,417,0
370511172.png,332,447,0
370806081.png,777,975,1
360011041.png,268,363,1
320003772.png,427,593,1
360004292.png,533,724,0
370703102.png,380,430,1
370802203.png,498,557,0
370311112.png,441,551,0
370714011.png,440,533,0
320013241.png,354,496,1
370402172.png,408,528,0
360009032.png,268,363,0
370903071.png,418,469,0
360022011.png,414,541,1
310008111.png,331,449,1
371402341.png,328,448,1
370730012.png,294,399,0
340012261.png,391,521,1
370410052.png,495,624,1
350035171.png,539,715,1
330003111.png,481,597,1
320002421.png,341,471,1
370326191.png,91,114,0
350034201.png,558,703,0
330012171.png,421,523,1
320004412.png,486,617,1
320003471.png,427,593,0
370701271.png,355,410,1
360008232.png,268,363,0
360007161.png,268,363,1
370409041.png,217,296,1
330001511.png,265,319,1
330011102.png,446,553,1
370323151.png,346,494,1
360005222.png,749,1018,0
370906021.png,202,282,1
330011112.png,506,628,0
370308071.png,441,551,1
350005182.png,452,556,1
370614192.png,249,310,0
370501143.png,661,787,1
320014041.png,236,330,1
320003801.png,366,508,1
370808081.png,425,619,1
360002031.png,354,492,1
310004121.png,359,472,1
370614012.png,247,307,1
350037181.png,203,278,1
360013242.png,445,570,0
340009161.png,236,330,0
360026152.png,470,559,1
370712071.png,277,400,1
370901062.png,351,424,1
370714072.png,263,323,0
370310062.png,390,543,0
340008072.png,482,634,0
330002171.png,379,532,1
350035131.png,523,706,1
320022092.png,236,290,1
320013452.png,354,496,0
370730011.png,311,418,1
370713051.png,380,479,0
370304041.png,441,551,1
340026161.png,213,276,1
371302191.png,386,463,1
330002472.png,390,553,1
360031041.png,508,670,1
310011113.png,392,516,1
320001862.png,98,122,0
370105132.png,396,524,1
371202121.png,458,528,1
370406161.png,111,150,1
320006271.png,372,543,1
350032041.png,203,278,1
370605262.png,535,651,0
370906041.png,236,340,0
350033271.png,203,277,1
370603062.png,507,615,1
350015131.png,523,667,0
340006391.png,413,531,0
370317041.png,441,551,0
370317202.png,441,551,0
370802232.png,484,553,0
370504232.png,509,697,1
330009101.png,345,429,1
320013321.png,354,496,1
370720051.png,284,378,1
370401121.png,413,551,1
370706131.png,372,467,0
310009152.png,354,472,1
360001173.png,268,363,0
371302212.png,464,558,0
310012202.png,404,533,1
370317182.png,456,551,0
320003151.png,427,593,0
360029151.png,435,593,0
370806013.png,804,1007,0
380104051.png,390,555,0
350026091.png,160,220,1
320011301.png,236,330,0
370605112.png,561,688,0
370316171.png,441,551,0
340024061.png,591,709,1
370801021.png,396,540,1
320013041.png,354,496,1
330002824.png,383,539,0
340011193.png,600,748,0
320014012.png,236,330,0
330010314.png,378,545,0
340005112.png,522,755,0
370301442.png,469,673,1
340028061.png,409,515,1
360005061.png,777,995,1
310012262.png,409,539,1
330001651.png,261,288,0
340007071.png,413,531,1
350001262.png,531,703,0
370728042.png,403,456,1
340027022.png,472,591,0
370313131.png,441,551,1
340006251.png,413,531,0
330010273.png,322,394,1
320027101.png,236,289,1
370801241.png,409,516,1
320002602.png,342,466,1
360015182.png,278,376,0
350008054.png,737,953,0
370409031.png,217,285,1
340009072.png,236,330,1
370909031.png,367,416,1
371009093.png,602,755,0
370301511.png,456,655,1
350037051.png,203,278,0
350031311.png,424,543,0
320025081.png,97,122,0
370714061.png,491,593,1
340001072.png,482,634,1
310011052.png,339,448,0
310011291.png,340,457,0
371016031.png,608,791,0
310007361.png,396,525,1
360012083.png,501,689,0
360028091.png,433,590,0
360005141.png,783,1014,1
330011201.png,494,621,1
371301102.png,427,513,0
340005312.png,520,729,1
330001173.png,261,319,0
370611092.png,243,293,0
380202061.png,335,439,1
350018023.png,203,278,0
370803011.png,463,552,0
330008042.png,424,526,0
371203103.png,436,496,0
370732072.png,200,260,1
370807102.png,777,1019,0
330001471.png,260,319,1
320006591.png,342,498,1
360010044.png,472,606,0
350009071.png,207,268,0
370913041.png,338,450,1
370504272.png,338,490,1
330008214.png,495,615,1
360023022.png,545,653,1
371401292.png,328,459,0
350032241.png,203,278,1
370910052.png,413,488,0
370810031.png,500,700,0
340023061.png,443,557,0
3200021012.png,353,482,0
350026081.png,160,223,1
320004411.png,470,629,0
370503261.png,247,328,0
310007191.png,387,515,1
370719082.png,485,380,0
350034162.png,528,707,1
360003013.png,81,96,0
350007261.png,203,278,0
371004131.png,390,480,0
370505031.png,339,435,0
320014361.png,236,330,0
310008012.png,331,449,1
371201182.png,260,302,1
370904072.png,270,347,0
320003671.png,426,593,1
320017173.png,118,151,0
330008082.png,442,549,1
310012181.png,406,540,1
350012032.png,534,719,1
350037321.png,203,278,1
340011021.png,607,774,1
340005201.png,522,761,1
370602011.png,266,318,1
310002361.png,439,548,0
370316151.png,441,551,1
360012063.png,501,689,0
340028251.png,417,530,1
340014112.png,586,765,1
330001691.png,261,319,1
370705052.png,366,435,1
340027091.png,472,591,0
320004291.png,450,598,1
370315032.png,441,551,1
320001671.png,91,116,1
370610031.png,252,300,1
371205172.png,423,482,1
310002164.png,377,470,0
371002041.png,626,860,1
370601171.png,247,328,1
310004182.png,325,411,1
370302131.png,441,551,1
350024011.png,160,239,1
320001771.png,90,118,1
370907112.png,284,371,1
360008452.png,268,363,1
370311081.png,441,551,0
370702051.png,381,480,1
371202152.png,385,438,1
320014252.png,236,330,0
330008062.png,416,517,0
310012062.png,396,521,0
370410131.png,478,643,1
320023013.png,236,308,0
310010133.png,331,449,0
370801181.png,376,561,1
360011013.png,268,363,1
320005031.png,482,687,0
371006101.png,97,93,1
370801231.png,409,497,1
370812021.png,681,814,1
370607132.png,246,299,1
350032113.png,203,278,0
320005831.png,460,687,1
370806052.png,756,794,1
360032091.png,761,922,0
350031241.png,423,532,1
330001282.png,261,319,1
371204011.png,260,302,1
370103032.png,283,377,1
340005261.png,531,756,1
371302303.png,455,547,1
320012342.png,360,364,0
360027063.png,435,577,1
370501232.png,661,787,0
320002331.png,341,471,1
350006022.png,244,332,1
370901231.png,385,518,0
330001721.png,261,279,1
370103081.png,283,377,0
330003271.png,476,591,1
340008061.png,482,634,0
370515062.png,345,432,0
340008321.png,482,634,0
340003062.png,440,591,1
310004421.png,407,540,1
370323101.png,96,146,1
370604154.png,408,523,0
330012021.png,398,495,0
310010222.png,331,449,1
360008682.png,268,363,0
370912032.png,108,135,0
371207121.png,375,426,1
350032381.png,203,277,1
310003171.png,402,547,1
320002054.png,355,490,0
310009102.png,354,472,1
370507121.png,579,768,0
360009221.png,268,363,1
320014061.png,236,330,1
370503102.png,248,327,0
350035361.png,536,663,1
370303121.png,441,551,0
320001031.png,100,117,1
370709111.png,392,441,1
350037122.png,203,277,1
370714141.png,450,546,1
360030042.png,400,551,1
370613211.png,256,305,1
320006101.png,360,476,1
370401342.png,413,551,1
350019181.png,207,268,1
350035042.png,511,695,1
350036071.png,537,692,1
370320051.png,441,551,1
370317201.png,441,551,1
370201183.png,389,578,1
340004221.png,391,493,1
350029011.png,203,278,1
370732021.png,200,260,1
350030081.png,200,276,1
310007192.png,350,465,0
370711151.png,368,415,1
371005061.png,113,106,1
340009211.png,236,330,1
370608172.png,274,329,0
370308171.png,441,551,0
350025032.png,118,197,1
370802062.png,474,561,1
370402141.png,392,531,0
330002111.png,394,554,1
310007181.png,338,451,0
350034133.png,541,696,0
330001302.png,261,319,1
370701142.png,387,446,0
310005191.png,346,461,1
360035162.png,330,466,0
360011311.png,268,363,0
310010221.png,331,449,0
371303171.png,435,523,0
360034085.png,412,510,0
370806131.png,777,942,1
370804062.png,678,837,1
320011212.png,236,330,0
330008112.png,414,513,1
330002351.png,390,552,1
370323192.png,346,494,0
360035092.png,331,467,1
340028022.png,414,526,1
320007171.png,237,320,1
370806012.png,750,874,0
370407131.png,71,93,1
320005282.png,298,358,1
360015122.png,272,375,0
310003382.png,356,474,0
350034051.png,535,672,1
340002024.png,408,514,0
320002332.png,341,471,0
330003062.png,476,589,0
370701472.png,379,437,1
340001061.png,482,634,1
370324111.png,441,551,1
370403091.png,389,571,1
320006461.png,380,504,1
360013212.png,467,598,1
371207082.png,441,502,0
370301351.png,470,674,1
360005091.png,742,947,1
370702181.png,387,487,0
370410031.png,502,641,1
340018031.png,451,571,0
330002311.png,395,563,1
371004102.png,375,467,1
350035342.png,512,673,0
370512142.png,304,420,1
340027071.png,591,709,1
330010172.png,345,430,1
320016031.png,236,331,1
320002511.png,341,466,1
340029051.png,261,301,1
370713082.png,370,463,0
360008352.png,268,363,0
350035292.png,505,683,0
320002042.png,357,489,0
370604171.png,247,348,1
370413041.png,413,551,0
370608211.png,257,307,1
310012132.png,404,543,1
371003012.png,350,450,1
360002221.png,387,520,1
370410081.png,474,611,1
370810091.png,508,750,0
370401241.png,413,551,0
340010141.png,300,392,0
370804071.png,689,967,1
370612051.png,547,667,1
320006441.png,307,448,1
380103073.png,390,557,0
310002104.png,441,551,0
350033301.png,203,278,0
310002322.png,441,551,0
330009281.png,370,460,1
320005634.png,298,358,0
360009501.png,268,363,1
350031101.png,412,554,0
350035381.png,543,676,1
370713121.png,395,497,1
371402161.png,336,463,1
360031013.png,522,705,0
340027031.png,413,531,1
380105051.png,390,553,1
350034261.png,537,690,1
370506051.png,244,335,0
360029052.png,435,593,0
370802223.png,495,696,0
370501091.png,661,787,1
350032031.png,203,278,0
370706021.png,387,486,0
360003281.png,86,113,1
370401172.png,413,551,1
330002332.png,406,577,1
370403081.png,461,570,1
371015034.png,329,401,0
330001411.png,260,307,1
370407043.png,69,88,0
320025021.png,110,137,0
370713102.png,368,460,0
350014102.png,536,727,1
320004371.png,474,666,1
330002101.png,413,585,1
370408172.png,445,592,1
320017071.png,115,153,0
360012612.png,433,551,0
350009031.png,207,268,1
310011202.png,386,519,0
370612231.png,522,626,0
370806014.png,786,906,1
360008561.png,268,363,0
330012151.png,403,500,1
370805101.png,744,884,1
340001021.png,482,634,1
320027082.png,236,289,1
370404252.png,71,96,0
360014021.png,508,690,0
370404121.png,70,95,1
310001051.png,435,577,1
370103021.png,283,377,0
350035281.png,514,678,1
320011091.png,236,330,1
360033071.png,160,222,1
370807151.png,774,1008,1
330010451.png,370,526,1
340023131.png,219,274,0
330002592.png,396,560,1
360013022.png,468,599,1
360010062.png,387,496,1
330002373.png,387,544,1
340005052.png,530,727,0
371302121.png,477,554,1
350035221.png,536,707,1
370606121.png,249,301,1
360002163.png,513,663,0
320019102.png,142,180,1
380102022.png,390,555,1
320017021.png,115,153,1
360009372.png,268,363,1
330001652.png,261,311,1
370507042.png,579,768,1
360009441.png,268,363,0
370503151.png,260,345,1
370803061.png,496,585,1
370714071.png,275,331,1
360014051.png,508,703,1
350030011.png,200,276,0
370201261.png,389,570,1
310007092.png,390,532,0
370804031.png,686,828,0
371301211.png,483,581,1
310006102.png,340,452,0
371001281.png,358,391,0
340009341.png,236,330,1
360012061.png,500,689,0
360009112.png,268,363,1
370720072.png,293,385,0
370511102.png,321,442,0
360002112.png,566,749,0
370409061.png,161,229,0
370310251.png,390,543,1
370504132.png,509,722,1
371207172.png,395,450,0
360001122.png,268,363,1
330010221.png,357,510,0
320008172.png,390,579,1
360003332.png,80,95,1
360008551.png,268,363,0
371009063.png,550,708,1
360002232.png,390,511,1
330004082.png,417,518,0
360009401.png,268,363,1
310002262.png,441,551,0
370901381.png,379,466,1
370705022.png,341,406,1
360009081.png,268,363,1
371302361.png,402,483,0
350036112.png,530,662,0
340011151.png,639,832,1
370306081.png,441,551,0
370807022.png,783,963,0
330002522.png,390,551,0
350016121.png,259,325,1
370304033.png,441,551,0
360006041.png,268,363,1
370901441.png,409,531,1
330012154.png,385,479,0
371201191.png,260,302,0
370705271.png,341,406,0
370301531.png,464,665,1
320002051.png,381,520,0
370605052.png,516,627,0
371001361.png,355,392,0
371010021.png,360,448,1
370604191.png,248,321,1
370723092.png,391,491,0
371401301.png,352,466,1
350029141.png,203,278,1
370509133.png,411,521,0
320027042.png,236,310,0
340029013.png,261,301,0
370305011.png,441,551,1
370408061.png,341,450,0
370717121.png,268,347,0
310007032.png,389,525,1
371206231.png,260,302,1
330004301.png,424,527,1
320009011.png,374,561,1
360029011.png,433,591,1
340005272.png,198,283,0
330001583.png,261,319,1
370201121.png,395,593,0
360031102.png,740,1007,0
310004422.png,372,560,0
370906091.png,205,286,1
360009091.png,268,363,0
320004431.png,477,629,0
370610011.png,253,304,1
370322042.png,441,551,0
370711132.png,357,404,1
310012011.png,400,528,0
370504231.png,509,665,0
370302061.png,441,551,1
320014321.png,236,330,0
370413113.png,413,551,0
370406201.png,97,131,0
